customer_name,mobile_number,email,dob,gender,occupation,house_no,street,area,city,state,pincode,country,pan_number,kyc_status,created_at,customer_status,login_status
Fiyaz Magar,9814029753,fiyaz.magar884@gmail.com,1988-05-10,Male,HR Manager,97,Goswami Circle,Ville,Mumbai,Maharashtra,400001,India,ZIDSR1875C,Pending,2021-12-04 22:08:43,Active,Active
Andrew Morar,9285322505,andrew.morar885@gmail.com,2005-09-10,Other,HR Manager,503,Edwin Ganj,Ville,Bengaluru,Karnataka,560001,India,IMYIP7198M,Verified,2025-06-01 09:30:03,Active,Active
Aarav Kade,7277314590,aarav.kade886@gmail.com,1992-04-12,Male,Teacher,868,Pall Path,Ville,Kolkata,West Bengal,700001,India,ZZNKY1754C,Verified,2024-01-06 08:26:04,Active,Active
Daniel Bahl,7432132695,daniel.bahl887@gmail.com,1973-07-22,Male,Accountant,840,Mann Ganj,Ville,Pune,Maharashtra,411001,India,QOHZJ5055F,Verified,2022-09-16 14:53:32,Active,Active
Omisha Brahmbhatt,6848936874,omisha.brahmbhatt888@gmail.com,1996-08-05,Female,Student,58,Kala Street,Ville,Lucknow,Uttar Pradesh,226001,India,WNPBE4569A,Verified,2026-04-19 14:47:37,Inactive,Blocked
Xalak Dhillon,7513927434,xalak.dhillon889@gmail.com,1991-01-25,Female,Engineer,153,Babu Street,Ville,Pune,Maharashtra,411001,India,CMBML8179C,Verified,2025-05-13 03:09:34,Active,Active
Hemani Mand,7377182934,hemani.mand890@gmail.com,2000-11-08,Female,Sales Executive,217,Chandran Nagar,Ville,Sitapur,Uttar Pradesh,261001,India,DEKOP7638Q,Verified,2025-02-26 09:08:23,Active,Active
Matthew Zacharia,7685234371,matthew.zacharia891@gmail.com,1985-05-20,Male,Business Owner,571,Vasa Circle,Ville,Kolkata,West Bengal,700001,India,RDNKB1433Y,Verified,2023-10-16 17:20:23,Active,Active
Priya Sarma,9491792755,priya.sarma892@gmail.com,1974-09-15,Female,Government Employee,66,Sodhi Street,Ville,Mumbai,Maharashtra,400001,India,CSRMZ0987K,Verified,2024-03-10 15:49:02,Active,Active
Charita Seth,9097140573,charita.seth893@gmail.com,1995-04-16,Female,Software Engineer,741,Krish Street,Ville,Kota,Rajasthan,324001,India,PPGJZ3762T,Verified,2026-01-16 19:23:17,Active,Active
Veer Amble,6854367556,veer.amble894@gmail.com,1992-03-01,Male,Consultant,924,Ram Ganj,Ville,Pune,Maharashtra,411001,India,AJXMS6616R,Pending,2024-02-16 13:07:52,Active,Active
Niharika Oak,9232918300,niharika.oak895@gmail.com,1984-04-17,Female,HR Manager,955,Karpe Road,Ville,Patna,Bihar,800001,India,OGAVH5092S,Verified,2026-03-14 09:25:57,Inactive,Active
Yashica Roy,7637210268,yashica.roy896@gmail.com,2002-06-27,Female,Sales Executive,785,Modi Ganj,Ville,Bhopal,Madhya Pradesh,462001,India,ZGOSO1060A,Verified,2023-01-28 23:21:42,Active,Active
Balveer Balan,7706714050,balveer.balan897@gmail.com,1977-05-25,Male,Self Employed,564,Chandra Zila,Ville,Ahmedabad,Gujarat,380001,India,SVOTA7473M,Pending,2026-03-03 15:29:19,Active,Active
Vritti Misra,8673463154,vritti.misra898@gmail.com,1989-03-04,Female,Software Engineer,586,Garde Chowk,Ville,Sitapur,Uttar Pradesh,261001,India,FXKSC2295E,Verified,2024-11-09 04:55:51,Active,Active
Hemang Sarin,8962342149,hemang.sarin899@gmail.com,1996-08-24,Male,Teacher,494,Shetty Street,Ville,Patna,Bihar,800001,India,JFGVG1792D,Verified,2026-07-05 07:49:33,Inactive,Active
Janaki Raju,9092133210,janaki.raju900@gmail.com,1985-06-11,Female,Student,491,Kale Chowk,Ville,Sitapur,Uttar Pradesh,261001,India,FQUNL5072K,Verified,2025-12-02 04:19:39,Blocked,Blocked
Chameli Bail,9886138941,chameli.bail901@gmail.com,1997-01-16,Female,Sales Executive,643,Chacko Marg,Ville,Bhopal,Madhya Pradesh,462001,India,VIAYI1315H,Verified,2024-09-28 13:28:26,Active,Active
Om Kale,7612517986,om.kale902@gmail.com,1977-11-26,Male,Lawyer,34,Tailor Nagar,Ville,Jaipur,Rajasthan,302001,India,SYWPX3623G,Pending,2023-03-13 21:47:05,Active,Active
Rachit Nanda,6360933758,rachit.nanda903@gmail.com,2001-03-24,Male,Marketing Manager,537,Sanghvi Path,Ville,Hyderabad,Telangana,500001,India,MRBHW2818V,Rejected,2024-01-14 20:16:53,Active,Active
Abdul Bhardwaj,9037128469,abdul.bhardwaj904@gmail.com,1970-10-23,Male,Engineer,54,Ravi Zila,Ville,Ahmedabad,Gujarat,380001,India,TIFQW5860V,Pending,2024-01-31 14:20:17,Active,Active
Tara Lall,9357795974,tara.lall905@gmail.com,1980-01-29,Female,Self Employed,382,Devi Circle,Ville,Lucknow,Uttar Pradesh,226001,India,FJNBO9897P,Rejected,2024-09-04 02:47:24,Active,Active
Eiravati Patla,6093927303,eiravati.patla906@gmail.com,1995-10-12,Female,Sales Executive,523,Bava Path,Ville,Kanpur,Uttar Pradesh,208001,India,YLCJK5948O,Verified,2025-05-05 08:07:27,Active,Active
Omaja Buch,6183857476,omaja.buch907@gmail.com,1978-10-06,Female,Marketing Manager,657,Talwar Ganj,Ville,Delhi,Delhi,110001,India,MYAFM4979E,Verified,2025-12-31 13:54:20,Active,Active
Hardik Varkey,6244667863,hardik.varkey908@gmail.com,1990-02-24,Male,Lawyer,795,Saini Road,Ville,Kota,Rajasthan,324001,India,EWTPZ2552S,Verified,2024-06-09 16:39:12,Active,Active
Wriddhish Boase,7302155837,wriddhish.boase909@gmail.com,1981-12-26,Male,Government Employee,215,Mahajan Street,Ville,Delhi,Delhi,110001,India,MYMWN6716R,Verified,2021-11-16 13:22:08,Inactive,Active
Isha Manne,8730715588,isha.manne910@gmail.com,1971-07-06,Female,Self Employed,201,Chand Ganj,Ville,Mumbai,Maharashtra,400001,India,WVYAY0127M,Verified,2023-11-28 08:47:17,Active,Active
Arin Brahmbhatt,7181656357,arin.brahmbhatt911@gmail.com,1998-04-02,Male,Lawyer,827,Parekh Street,Ville,Lucknow,Uttar Pradesh,226001,India,NTIHI3308X,Verified,2022-12-17 14:10:59,Active,Active
Mahika Tak,6258480197,mahika.tak912@gmail.com,2002-04-26,Female,Accountant,98,Bal Ganj,Ville,Delhi,Delhi,110001,India,DZWYX9639T,Verified,2023-10-01 15:37:33,Inactive,Active
Champak Sur,6422412454,champak.sur913@gmail.com,1972-10-03,Male,Business Owner,714,Baria Nagar,Ville,Chennai,Tamil Nadu,600001,India,NPCWA8235V,Verified,2023-01-25 04:35:57,Inactive,Active
Jason Gala,9060211741,jason.gala914@gmail.com,1979-09-05,Male,Teacher,70,Dugal Chowk,Ville,Kanpur,Uttar Pradesh,208001,India,LPIJZ5524R,Verified,2023-08-04 23:57:07,Active,Active
Keya Dewan,8500972861,keya.dewan915@gmail.com,1981-03-17,Female,Accountant,916,Nath Circle,Ville,Delhi,Delhi,110001,India,QONBW1079F,Verified,2024-04-01 19:04:08,Active,Active
Gaurav Vyas,9512402200,gaurav.vyas916@gmail.com,1984-08-30,Male,Government Employee,270,Parmar Zila,Ville,Delhi,Delhi,110001,India,BHPFY3142Y,Verified,2024-12-09 04:42:15,Active,Active
Abhiram Viswanathan,8366104678,abhiram.viswanathan917@gmail.com,1993-12-19,Male,Marketing Manager,496,Raju Zila,Ville,Sitapur,Uttar Pradesh,261001,India,DWABB6582O,Verified,2023-11-25 04:16:48,Blocked,Blocked
Mitesh Grover,8197921517,mitesh.grover918@gmail.com,1984-06-22,Male,Accountant,410,Chandra Ganj,Ville,Jaipur,Rajasthan,302001,India,BINHQ2772J,Verified,2024-10-02 22:42:24,Active,Active
Aryan Toor,7913111950,aryan.toor919@gmail.com,1987-07-30,Male,Consultant,281,Padmanabhan,Ville,Kanpur,Uttar Pradesh,208001,India,HHQON3892S,Verified,2026-03-01 19:57:35,Active,Active
Daksh Ravi,6375269542,daksh.ravi920@gmail.com,1995-05-24,Male,Software Engineer,868,Mitter Nagar,Ville,Bengaluru,Karnataka,560001,India,VREIN3536Z,Verified,2026-08-09 01:14:27,Active,Active
Timothy Chadha,6535459575,timothy.chadha921@gmail.com,1985-06-24,Male,Bank Employee,478,Gupta Ganj,Ville,Lucknow,Uttar Pradesh,226001,India,EDNCE0268F,Verified,2023-11-01 12:31:59,Active,Active
Jairaj Raghavan,9886458143,jairaj.raghavan922@gmail.com,1970-11-24,Male,Student,966,Oza Chowk,Ville,Hyderabad,Telangana,500001,India,SHSVV3756M,Verified,2022-04-25 00:24:54,Active,Active
Viraj Gill,8295600736,viraj.gill923@gmail.com,1977-02-24,Male,Self Employed,561,Wadhwa Path,Ville,Delhi,Delhi,110001,India,LMLCY0205Y,Verified,2023-12-09 03:05:05,Active,Active
Liam Tailor,8445822126,liam.tailor924@gmail.com,1984-01-25,Male,Self Employed,629,Narayan Circle,Ville,Mumbai,Maharashtra,400001,India,CUMKZ2923U,Verified,2024-05-30 09:16:55,Inactive,Active
Jeet Pandey,6795636046,jeet.pandey925@gmail.com,1986-04-04,Male,Government Employee,165,Bansal Zila,Ville,Sitapur,Uttar Pradesh,261001,India,WNLML9839N,Verified,2022-06-05 09:32:23,Active,Active
Kalpit Purohit,7981451373,kalpit.purohit926@gmail.com,1998-08-07,Male,Lawyer,985,Savant Street,Ville,Patna,Bihar,800001,India,CNYLW6380L,Verified,2021-11-27 12:32:12,Active,Active
Lipika Batra,7237919213,lipika.batra927@gmail.com,1997-06-18,Female,Self Employed,189,Sarraf Zila,Ville,Kolkata,West Bengal,700001,India,DEYKP4427H,Verified,2023-12-13 02:04:24,Active,Active
Simon Mahajan,7216791912,simon.mahajan928@gmail.com,1985-05-21,Male,Accountant,375,Kapadia Ganj,Ville,Chennai,Tamil Nadu,600001,India,VHOLL3757T,Verified,2024-06-16 14:35:59,Active,Active
Krisha Sarkar,6795757849,krisha.sarkar929@gmail.com,1994-09-14,Female,Government Employee,507,Buch Ganj,Ville,Kanpur,Uttar Pradesh,208001,India,XAWVV0683K,Verified,2022-09-21 13:43:21,Active,Active
Bhavika Chaudhry,9377687746,bhavika.chaudhry930@gmail.com,1975-09-29,Female,Bank Employee,188,Choudhry Path,Ville,Kolkata,West Bengal,700001,India,KLFOI4062H,Pending,2021-08-25 10:01:27,Active,Active
Wishi Sandal,9600889355,wishi.sandal931@gmail.com,1971-08-20,Female,Student,56,Subramanian Path,Ville,Kota,Rajasthan,324001,India,RZRVH6904C,Verified,2023-03-27 23:05:10,Active,Active
Harsh Hegde,8558267983,harsh.hegde932@gmail.com,1973-10-24,Male,Self Employed,404,Tripathi Nagar,Ville,Chennai,Tamil Nadu,600001,India,FESQF3015Y,Rejected,2025-06-24 02:40:19,Active,Active
Onveer Pillay,6393936955,onveer.pillay933@gmail.com,1997-04-04,Male,Accountant,361,Srinivasan Path,Ville,Bhopal,Madhya Pradesh,462001,India,FBLOB3436G,Verified,2022-01-25 19:35:46,Active,Active
Kabir Bava,8728147145,kabir.bava934@gmail.com,1982-07-16,Male,Doctor,833,Dalal Chowk,Ville,Chennai,Tamil Nadu,600001,India,AMFNO9698T,Verified,2022-11-14 00:26:35,Active,Active
Arya Behl,7517335272,arya.behl935@gmail.com,1984-07-28,Female,Marketing Manager,813,Narayanan Ganj,Ville,Kota,Rajasthan,324001,India,LJLYB5180G,Rejected,2022-06-04 22:54:24,Active,Active
Wazir Badal,7352172393,wazir.badal936@gmail.com,1992-04-06,Male,Doctor,378,Tailor Chowk,Ville,Sitapur,Uttar Pradesh,261001,India,INHDO8519F,Verified,2023-11-12 22:12:01,Active,Active
Kevin Krishna,6311802970,kevin.krishna937@gmail.com,1980-03-21,Male,Self Employed,586,Sarna Marg,Ville,Patna,Bihar,800001,India,DQABW8378X,Verified,2026-05-31 08:05:38,Active,Active
Chaitanya Sankar,6456528567,chaitanya.sankar938@gmail.com,2004-12-08,Male,Accountant,654,Dass Marg,Ville,Bhopal,Madhya Pradesh,462001,India,FPKBO7227C,Pending,2021-12-12 01:47:38,Inactive,Active
Niharika Kibe,9392522040,niharika.kibe939@gmail.com,1996-08-27,Female,Government Employee,603,Kala Zila,Ville,Sitapur,Uttar Pradesh,261001,India,NMZCL3629W,Verified,2024-03-15 14:53:06,Active,Active
Mitesh Chaudhari,8308386070,mitesh.chaudhari940@gmail.com,1997-01-10,Male,Self Employed,297,Hari Road,Ville,Kanpur,Uttar Pradesh,208001,India,ASSUI4218S,Verified,2022-02-16 05:24:34,Active,Active
Ikshita Dara,6630558622,ikshita.dara941@gmail.com,1996-10-06,Female,Business Owner,530,Pandey Nagar,Ville,Hyderabad,Telangana,500001,India,TVUXQ8965C,Verified,2025-11-02 08:06:16,Active,Active
Manan Kaur,8116546987,manan.kaur942@gmail.com,1985-04-29,Male,Business Owner,254,Kanda Street,Ville,Delhi,Delhi,110001,India,YSDBI4551N,Pending,2021-10-27 05:02:05,Inactive,Active
Hemang Dutta,8080174612,hemang.dutta943@gmail.com,1989-04-13,Male,Bank Employee,589,Chaudhry Chowk,Ville,Lucknow,Uttar Pradesh,226001,India,QIUKK3177V,Verified,2025-03-29 07:45:08,Active,Active
Veda Sundaram,8705969655,veda.sundaram944@gmail.com,1985-12-07,Female,Lawyer,570,Patel Zila,Ville,Pune,Maharashtra,411001,India,WAEAR9367E,Verified,2022-03-04 02:49:09,Active,Active
Krishna Chokshi,8048998712,krishna.chokshi945@gmail.com,1989-11-22,Male,Teacher,941,Chandra Street,Ville,Bengaluru,Karnataka,560001,India,HMHJJ9787H,Verified,2024-02-02 09:17:17,Blocked,Blocked
Bhavika Varughese,8105654551,bhavika.varughese946@gmail.com,1986-07-22,Female,Student,282,Kumer,Ville,Ahmedabad,Gujarat,380001,India,TQQLF6594M,Verified,2023-12-10 06:32:29,Active,Active
Abha Parmer,8271672024,abha.parmer947@gmail.com,1988-07-21,Female,Government Employee,322,Bal Zila,Ville,Delhi,Delhi,110001,India,TWSCA3162Z,Verified,2023-03-12 00:54:59,Inactive,Active
Radha Raval,8872403707,radha.raval948@gmail.com,1987-05-31,Female,Government Employee,904,Ramakrishnan,Ville,Chennai,Tamil Nadu,600001,India,UAYCI4225K,Verified,2026-01-31 06:59:54,Active,Active
Chaaya Naidu,8186864483,chaaya.naidu949@gmail.com,1973-06-09,Female,Business Owner,825,Ram Marg,Ville,Sitapur,Uttar Pradesh,261001,India,UYFSW4228R,Verified,2024-08-22 23:52:54,Active,Active
Leena Morar,7398090367,leena.morar950@gmail.com,2002-07-19,Female,Bank Employee,548,Oommen Marg,Ville,Pune,Maharashtra,411001,India,IQPQO2964N,Verified,2025-09-09 20:07:08,Active,Active
Omya Kota,9478003919,omya.kota951@gmail.com,1987-04-25,Female,Student,855,Kara Nagar,Ville,Pune,Maharashtra,411001,India,UWPZX0400N,Verified,2022-08-23 09:20:56,Active,Active
Dominic Sangha,9056283427,dominic.sangha952@gmail.com,1992-05-17,Male,Engineer,883,Dhawan Road,Ville,Kanpur,Uttar Pradesh,208001,India,VRAHQ4483W,Verified,2025-12-30 13:59:07,Active,Active
Banjeet Mukherjee,9642284434,banjeet.mukherjee953@gmail.com,1997-01-08,Male,Lawyer,478,Roy Circle,Ville,Hyderabad,Telangana,500001,India,SMAVY5901T,Verified,2023-11-08 11:16:58,Active,Active
Darpan Biswas,7588163751,darpan.biswas954@gmail.com,2004-01-01,Male,HR Manager,161,Natt Nagar,Ville,Bengaluru,Karnataka,560001,India,TUYGN1591L,Pending,2025-05-19 19:39:30,Active,Active
Manbir Taneja,7720688966,manbir.taneja955@gmail.com,1981-11-13,Male,Engineer,957,Dayal Marg,Ville,Lucknow,Uttar Pradesh,226001,India,JUJMT5564J,Verified,2022-05-05 09:57:10,Active,Active
Ishita Chadha,8353208472,ishita.chadha956@gmail.com,1994-05-12,Female,Engineer,596,Nadkarni Road,Ville,Sitapur,Uttar Pradesh,261001,India,SCHRK8690N,Verified,2022-08-12 16:12:24,Active,Active
Rajata Modi,9791686808,rajata.modi957@gmail.com,2000-05-16,Female,Business Owner,720,Apte Circle,Ville,Chennai,Tamil Nadu,600001,India,GMOYP3814S,Pending,2025-12-21 12:39:59,Active,Active
Tristan Banik,7396083699,tristan.banik958@gmail.com,1999-09-29,Male,Sales Executive,132,Nagarajan Ganj,Ville,Mumbai,Maharashtra,400001,India,VWQTH5857L,Verified,2021-10-03 23:39:29,Active,Active
Ekantika Sama,8245455993,ekantika.sama959@gmail.com,2004-10-20,Female,Government Employee,496,Kale Circle,Ville,Mumbai,Maharashtra,400001,India,ASMDV9898G,Verified,2023-08-21 10:15:42,Active,Active
Aarush Nanda,6295239309,aarush.nanda960@gmail.com,2002-12-13,Male,Student,275,Kuruvilla Nagar,Ville,Jaipur,Rajasthan,302001,India,RLWJJ9558M,Verified,2023-01-22 23:37:50,Active,Active
Kevin Ganesan,9530171374,kevin.ganesan961@gmail.com,1990-12-22,Male,Government Employee,705,Nagarajan Circle,Ville,Pune,Maharashtra,411001,India,JPOYP1145U,Verified,2022-09-06 05:25:43,Active,Active
Lohit Gulati,6467820420,lohit.gulati962@gmail.com,1989-09-24,Male,Engineer,997,Sampath Street,Ville,Patna,Bihar,800001,India,MNVMB2552S,Verified,2022-03-12 10:09:00,Active,Active
Urvashi Saran,8182846545,urvashi.saran963@gmail.com,1972-03-12,Female,Self Employed,313,Dube Marg,Ville,Pune,Maharashtra,411001,India,IOTOF7278N,Verified,2025-02-04 06:20:33,Active,Active
Frederick Uppal,9790108050,frederick.uppal964@gmail.com,1995-11-21,Male,Sales Executive,884,Sarraf Path,Ville,Kolkata,West Bengal,700001,India,QVLFO6367G,Rejected,2024-05-28 08:35:27,Active,Active
Ira Mukherjee,9423623461,ira.mukherjee965@gmail.com,1976-05-18,Female,Marketing Manager,858,Ravi Nagar,Ville,Bengaluru,Karnataka,560001,India,IPNYC7904D,Verified,2024-08-18 16:32:18,Active,Active
Qarin Talwar,7960103344,qarin.talwar966@gmail.com,1986-07-31,Male,Business Owner,101,Sen Street,Ville,Jaipur,Rajasthan,302001,India,ZXEUU0050O,Verified,2022-09-16 12:00:49,Inactive,Active
Arya Dewan,9981077366,arya.dewan967@gmail.com,1974-02-14,Female,Government Employee,164,Vala Path,Ville,Delhi,Delhi,110001,India,EAUQW1780T,Verified,2026-07-17 08:07:20,Active,Active
Jeevika Pandya,6653679685,jeevika.pandya968@gmail.com,2001-03-25,Female,Lawyer,283,Bava Ganj,Ville,Kanpur,Uttar Pradesh,208001,India,XODIS6057N,Verified,2021-12-30 20:07:44,Active,Active
Manbir Vig,6742378752,manbir.vig969@gmail.com,1995-07-01,Male,Lawyer,512,Chada Chowk,Ville,Ahmedabad,Gujarat,380001,India,LCLRK0982P,Verified,2022-05-08 03:08:13,Active,Active
Omkaar Ram,7755812581,omkaar.ram970@gmail.com,1971-07-30,Male,Doctor,765,Balasubramanian Nagar,Ville,Bengaluru,Karnataka,560001,India,DIVQG8477F,Verified,2024-01-13 12:13:10,Active,Active
Xiti Gulati,8744707388,xiti.gulati971@gmail.com,1985-07-31,Female,Doctor,121,Garde Circle,Ville,Jaipur,Rajasthan,302001,India,UZTAS4797V,Verified,2021-09-19 09:05:15,Active,Active
Gaurav Oak,6283185254,gaurav.oak972@gmail.com,1995-09-28,Male,HR Manager,813,Gola Road,Ville,Mumbai,Maharashtra,400001,India,TSOPD1466U,Verified,2021-12-11 08:23:35,Active,Active
Yashawini Chandra,6218812366,yashawini.chandra973@gmail.com,1974-02-02,Female,Lawyer,634,Kumar Zila,Ville,Ahmedabad,Gujarat,380001,India,NTZPE1881I,Verified,2023-12-18 18:40:20,Active,Active
Lila Radhakrishnan,7171218679,lila.radhakrishnan974@gmail.com,2005-11-18,Female,Lawyer,35,Ray Marg,Ville,Bengaluru,Karnataka,560001,India,QYOBJ1660G,Rejected,2023-03-08 01:57:45,Inactive,Active
Veda Sampath,7872987217,veda.sampath975@gmail.com,2000-03-14,Female,Accountant,126,Bala Ganj,Ville,Kota,Rajasthan,324001,India,CMFME1269G,Verified,2023-01-06 01:32:12,Active,Active
Adya Seshadri,6087897016,adya.seshadri976@gmail.com,1992-06-28,Female,HR Manager,279,Menon Zila,Ville,Mumbai,Maharashtra,400001,India,KOYUE0636V,Verified,2024-03-06 04:39:16,Active,Active
Advay Garde,6863668596,advay.garde977@gmail.com,1981-07-09,Male,Software Engineer,761,Padmanabhan Ganj,Ville,Ahmedabad,Gujarat,380001,India,CLTWR9164N,Verified,2024-01-22 03:05:37,Active,Active
Nimrat Gulati,7094240074,nimrat.gulati978@gmail.com,1977-02-14,Female,Engineer,278,Sandal Ganj,Ville,Patna,Bihar,800001,India,CIBSR6677J,Verified,2022-05-05 05:34:12,Active,Active
Mason Kota,7001937415,mason.kota979@gmail.com,1970-03-24,Male,Doctor,839,Borde Marg,Ville,Pune,Maharashtra,411001,India,LNRZT7452I,Pending,2022-03-08 19:11:30,Active,Active
Vasudha Ramesh,9424588257,vasudha.ramesh980@gmail.com,1999-09-26,Female,Lawyer,432,Chokshi Ganj,Ville,Jaipur,Rajasthan,302001,India,EUGWF7754L,Verified,2023-03-05 23:28:27,Active,Active
Vritti Venkataraman,8639626432,vritti.venkataraman981@gmail.com,1973-03-09,Female,Engineer,878,Rai Road,Ville,Ahmedabad,Gujarat,380001,India,BEATL8409H,Pending,2021-09-13 16:42:42,Inactive,Active
Tara Verma,8910670511,tara.verma982@gmail.com,1994-04-11,Female,Marketing Manager,835,Deol Path,Ville,Hyderabad,Telangana,500001,India,QGCKU6356L,Verified,2022-01-16 18:29:44,Active,Active
Utkarsh Bhagat,7568506971,utkarsh.bhagat983@gmail.com,1986-06-11,Male,Software Engineer,99,Cheema Zila,Ville,Kolkata,West Bengal,700001,India,SWDWF8029A,Verified,2025-09-21 16:48:13,Active,Active
Girik Acharya,6961760201,girik.acharya984@gmail.com,1972-12-07,Male,Bank Employee,813,Joshi Zila,Ville,Patna,Bihar,800001,India,LEWVC1701S,Rejected,2023-06-14 15:26:06,Active,Active
Januja Kothari,8960889515,januja.kothari985@gmail.com,1998-06-25,Female,Self Employed,379,Shenoy Street,Ville,Sitapur,Uttar Pradesh,261001,India,CRIXU0339P,Rejected,2025-11-19 03:08:19,Active,Blocked
Chaman Shukla,6931238333,chaman.shukla986@gmail.com,1981-11-03,Female,Lawyer,254,Loyal Chowk,Ville,Delhi,Delhi,110001,India,LHMZV7344W,Verified,2022-05-21 18:07:39,Active,Active
Robert Seth,9907959262,robert.seth987@gmail.com,2002-11-21,Male,Business Owner,815,Suresh Chowk,Ville,Delhi,Delhi,110001,India,NCDKB4262S,Verified,2026-05-24 04:58:04,Active,Active
Udarsh Ganesh,6855516498,udarsh.ganesh988@gmail.com,1994-05-09,Male,Software Engineer,805,Oza,Ville,Patna,Bihar,800001,India,IQMYP0413D,Verified,2022-11-19 23:18:14,Active,Active
Forum Sibal,7923508071,forum.sibal989@gmail.com,1993-03-14,Female,Engineer,229,Nadig Road,Ville,Chennai,Tamil Nadu,600001,India,IPVBY2338S,Verified,2025-12-15 22:33:40,Active,Active
Harini Bhakta,9740915886,harini.bhakta990@gmail.com,1995-03-12,Female,Marketing Manager,419,Gill Road,Ville,Pune,Maharashtra,411001,India,EUBWI5202B,Verified,2023-09-06 12:36:44,Active,Active
Nilima D’Alia,8537810967,nilima.d’alia991@gmail.com,1971-06-20,Female,Accountant,476,Bhandari Zila,Ville,Lucknow,Uttar Pradesh,226001,India,WFYVP0485Z,Verified,2022-05-13 01:45:30,Active,Active
Akshay Lall,7387979075,akshay.lall992@gmail.com,2001-08-20,Male,Self Employed,176,Basu Zila,Ville,Lucknow,Uttar Pradesh,226001,India,VDQLX2912D,Rejected,2026-02-04 06:25:34,Blocked,Blocked
Oeshi Palan,7874823826,oeshi.palan993@gmail.com,1988-09-02,Female,Doctor,824,Iyengar Chowk,Ville,Patna,Bihar,800001,India,RFDMH0183R,Verified,2024-08-16 20:38:18,Active,Active
Balendra Talwar,8413827742,balendra.talwar994@gmail.com,1970-08-30,Male,Accountant,98,Bassi,Ville,Lucknow,Uttar Pradesh,226001,India,GFRZZ4708G,Verified,2024-07-31 22:48:24,Inactive,Active
Chatura Deshpande,8385651768,chatura.deshpande995@gmail.com,1989-11-04,Other,Self Employed,3,Mital Road,Ville,Kota,Rajasthan,324001,India,REVZK2122Q,Verified,2026-05-30 06:41:17,Active,Active
Abeer Ramakrishnan,8174222034,abeer.ramakrishnan996@gmail.com,1989-12-29,Male,Self Employed,609,Hora Nagar,Ville,Kanpur,Uttar Pradesh,208001,India,MRLWV4084S,Verified,2026-08-04 16:49:21,Active,Active
